datetime,pm25,temperature,humidity,wind_speed,wind_direction
2023-04-30 05:00:00,17.4,7.4,91,9.8,28
2023-04-30 06:00:00,19.5,8.4,89,9.7,27
2023-04-30 07:00:00,19.8,9.9,85,7.8,34
2023-04-30 08:00:00,21.0,11.7,80,9.2,48
2023-04-30 09:00:00,20.4,13.7,75,10.2,51
2023-04-30 10:00:00,18.7,15.4,64,13.4,76
2023-04-30 11:00:00,15.6,16.0,57,13.3,87
2023-04-30 12:00:00,13.0,16.5,58,11.5,70
2023-04-30 13:00:00,9.7,16.6,55,8.7,66
2023-04-30 14:00:00,9.7,16.5,54,7.1,49
2023-04-30 15:00:00,9.3,17.0,52,6.3,31
2023-04-30 16:00:00,8.9,16.6,52,6.4,27
2023-04-30 17:00:00,8.5,16.0,57,6.6,29
2023-04-30 18:00:00,9.7,15.3,65,6.7,36
2023-04-30 19:00:00,11.5,12.6,80,8.2,41
2023-04-30 20:00:00,12.1,14.1,67,3.2,360
2023-04-30 21:00:00,13.9,13.8,68,2.6,326
2023-04-30 22:00:00,15.0,11.9,82,4.3,294
2023-04-30 23:00:00,15.5,11.3,81,4.6,288
2023-05-01 00:00:00,16.7,11.2,83,4.2,290
2023-05-01 01:00:00,16.6,10.5,87,6.8,288
2023-05-01 02:00:00,17.8,10.3,87,8.9,284
2023-05-01 03:00:00,16.7,10.5,85,13.3,289
2023-05-01 04:00:00,17.5,9.9,88,14.5,297
2023-05-01 05:00:00,20.7,9.2,89,13.7,300
2023-05-01 06:00:00,25.6,9.8,87,11.4,298
2023-05-01 07:00:00,27.0,11.2,84,12.5,303
2023-05-01 08:00:00,23.0,13.1,77,15.9,309
2023-05-01 09:00:00,17.7,14.1,71,15.1,310
2023-05-01 10:00:00,13.8,14.6,69,16.4,308
2023-05-01 11:00:00,10.3,15.6,64,16.2,302
2023-05-01 12:00:00,8.2,12.8,81,15.6,299
2023-05-01 13:00:00,6.4,13.6,79,17.3,313
2023-05-01 14:00:00,6.1,15.1,74,18.4,321
2023-05-01 15:00:00,7.0,14.8,72,19.0,323
2023-05-01 16:00:00,6.8,14.9,66,16.6,318
2023-05-01 17:00:00,6.7,14.1,73,18.2,321
2023-05-01 18:00:00,7.1,13.6,77,14.1,322
2023-05-01 19:00:00,8.4,12.1,81,9.8,324
2023-05-01 20:00:00,8.8,10.7,89,6.9,317
2023-05-01 21:00:00,9.7,9.8,92,6.9,309
2023-05-01 22:00:00,9.3,9.2,93,7.4,299
2023-05-01 23:00:00,10.1,9.0,94,8.6,292
2023-05-02 00:00:00,9.6,9.5,93,8.8,305
2023-05-02 01:00:00,9.7,8.9,95,8.4,310
2023-05-02 02:00:00,9.9,8.3,96,7.7,311
2023-05-02 03:00:00,11.1,7.8,97,7.4,313
2023-05-02 04:00:00,11.9,7.1,98,6.1,315
2023-05-02 05:00:00,14.0,7.1,99,6.1,315
2023-05-02 06:00:00,15.0,8.6,96,6.1,332
2023-05-02 07:00:00,15.3,10.6,91,4.0,355
2023-05-02 08:00:00,15.2,13.1,79,6.4,43
2023-05-02 09:00:00,15.3,14.9,69,7.6,59
2023-05-02 10:00:00,14.1,15.8,65,7.8,68
2023-05-02 11:00:00,14.7,16.5,63,7.9,60
2023-05-02 12:00:00,13.2,15.8,70,11.0,58
2023-05-02 13:00:00,12.8,16.8,65,10.9,44
2023-05-02 14:00:00,10.1,16.8,65,11.2,42
2023-05-02 15:00:00,8.2,16.9,62,12.0,49
2023-05-02 16:00:00,7.2,16.8,62,14.3,51
2023-05-02 17:00:00,7.6,16.2,61,14.7,54
2023-05-02 18:00:00,8.0,15.3,67,12.5,57
2023-05-02 19:00:00,9.1,13.6,72,10.0,52
2023-05-02 20:00:00,10.4,12.1,78,11.0,52
2023-05-02 21:00:00,9.0,11.1,81,11.8,63
2023-05-02 22:00:00,10.1,10.1,83,10.6,66
2023-05-02 23:00:00,11.3,9.2,84,9.9,71
2023-05-03 00:00:00,11.0,9.0,85,11.1,61
2023-05-03 01:00:00,11.8,8.4,86,9.4,50
2023-05-03 02:00:00,12.1,7.7,88,9.4,32
2023-05-03 03:00:00,12.3,6.9,88,9.2,42
2023-05-03 04:00:00,12.7,6.3,89,9.9,44
2023-05-03 05:00:00,13.4,6.2,88,11.1,54
2023-05-03 06:00:00,13.7,7.7,84,10.2,48
2023-05-03 07:00:00,13.4,9.6,77,11.0,58
2023-05-03 08:00:00,13.2,11.6,72,12.4,68
2023-05-03 09:00:00,12.8,13.7,69,12.3,75
2023-05-03 10:00:00,11.5,15.6,66,13.6,79
2023-05-03 11:00:00,10.5,17.0,61,15.9,86
2023-05-03 12:00:00,9.0,18.5,53,16.9,74
2023-05-03 13:00:00,8.6,19.0,51,18.1,77
2023-05-03 14:00:00,7.2,19.4,49,17.7,85
2023-05-03 15:00:00,7.4,19.4,50,17.4,84
2023-05-03 16:00:00,7.0,19.0,52,17.4,83
2023-05-03 17:00:00,6.5,18.4,54,17.0,85
2023-05-03 18:00:00,7.1,17.2,61,14.1,84
2023-05-03 19:00:00,7.8,15.3,66,13.5,81
2023-05-03 20:00:00,8.8,14.1,70,14.7,79
2023-05-03 21:00:00,8.8,13.2,72,14.9,83
2023-05-03 22:00:00,8.4,12.6,75,13.7,88
2023-05-03 23:00:00,8.8,12.2,78,14.2,97
2023-05-04 00:00:00,7.7,12.4,76,13.0,96
2023-05-04 01:00:00,7.6,12.0,77,13.8,97
2023-05-04 02:00:00,8.6,11.6,79,13.7,104
2023-05-04 03:00:00,8.8,11.1,81,11.4,114
2023-05-04 04:00:00,9.6,10.7,82,12.1,117
2023-05-04 05:00:00,10.3,10.8,82,12.4,126
2023-05-04 06:00:00,10.4,12.1,78,14.8,119
2023-05-04 07:00:00,10.2,14.1,75,12.2,133
2023-05-04 08:00:00,10.9,16.1,70,14.1,148
2023-05-04 09:00:00,10.6,17.9,66,14.3,152
2023-05-04 10:00:00,10.5,19.9,62,10.7,166
2023-05-04 11:00:00,8.8,21.1,59,11.9,180
2023-05-04 12:00:00,8.6,21.9,53,13.5,205
2023-05-04 13:00:00,9.0,20.0,64,12.4,190
2023-05-04 14:00:00,8.6,22.1,58,16.4,209
2023-05-04 15:00:00,9.1,21.5,62,19.8,217
2023-05-04 16:00:00,8.1,21.1,60,18.1,223
2023-05-04 17:00:00,6.6,21.1,59,19.2,232
2023-05-04 18:00:00,5.9,19.8,62,16.0,239
2023-05-04 19:00:00,5.1,17.9,66,12.7,241
2023-05-04 20:00:00,5.4,16.1,73,10.0,240
2023-05-04 21:00:00,5.2,15.1,77,10.8,233
2023-05-04 22:00:00,4.9,14.4,78,12.8,232
2023-05-04 23:00:00,4.4,13.7,81,12.8,230
2023-05-05 00:00:00,3.4,14.2,80,12.2,246
2023-05-05 01:00:00,4.0,13.4,85,9.7,239
2023-05-05 02:00:00,4.1,12.3,91,7.0,235
2023-05-05 03:00:00,4.5,12.3,91,7.6,225
2023-05-05 04:00:00,5.4,12.6,89,8.2,221
2023-05-05 05:00:00,5.6,12.8,88,11.0,221
2023-05-05 06:00:00,5.9,12.9,91,10.7,213
2023-05-05 07:00:00,5.6,13.2,92,9.7,211
2023-05-05 08:00:00,5.7,13.7,93,12.6,183
2023-05-05 09:00:00,5.4,14.9,85,14.7,191
2023-05-05 10:00:00,4.4,15.8,79,13.5,196
2023-05-05 11:00:00,4.0,18.0,62,15.8,210
2023-05-05 12:00:00,3.9,14.9,79,19.9,248
2023-05-05 13:00:00,3.7,15.6,77,11.2,182
2023-05-05 14:00:00,3.8,18.2,72,9.5,191
2023-05-05 15:00:00,3.5,16.6,74,16.6,210
2023-05-05 16:00:00,3.7,17.9,68,10.8,210
2023-05-05 17:00:00,4.0,17.9,62,15.9,231
2023-05-05 18:00:00,4.4,16.9,72,8.9,230
2023-05-05 19:00:00,5.1,15.3,80,5.9,223
2023-05-05 20:00:00,5.4,14.0,87,5.6,225
2023-05-05 21:00:00,5.4,13.1,91,6.0,213
2023-05-05 22:00:00,4.7,13.1,92,7.3,213
2023-05-05 23:00:00,5.1,12.8,92,9.0,217
2023-05-06 00:00:00,5.2,12.5,94,8.5,192
2023-05-06 01:00:00,4.9,12.3,94,5.0,210
2023-05-06 02:00:00,5.0,12.2,95,6.8,180
2023-05-06 03:00:00,5.4,11.4,96,7.2,186
2023-05-06 04:00:00,6.6,11.3,96,7.0,201
2023-05-06 05:00:00,6.6,11.2,96,6.3,211
2023-05-06 06:00:00,7.3,12.2,95,6.8,180
2023-05-06 07:00:00,7.4,13.4,95,4.6,141
2023-05-06 08:00:00,8.1,15.0,89,5.1,135
2023-05-06 09:00:00,7.6,16.7,75,8.6,158
2023-05-06 10:00:00,7.5,17.9,67,11.4,169
2023-05-06 11:00:00,7.3,19.0,61,12.6,185
2023-05-06 12:00:00,6.6,18.5,65,9.7,178
2023-05-06 13:00:00,6.3,17.8,74,7.1,165
2023-05-06 14:00:00,5.8,18.8,70,3.1,135
2023-05-06 15:00:00,5.5,19.6,67,2.2,171
2023-05-06 16:00:00,5.7,19.9,64,4.8,132
2023-05-06 17:00:00,6.4,19.8,63,4.0,100
2023-05-06 18:00:00,7.3,18.5,74,8.0,8
2023-05-06 19:00:00,9.2,16.6,87,8.9,21
2023-05-06 20:00:00,11.2,15.6,90,6.5,34
2023-05-06 21:00:00,11.1,14.9,92,4.1,308
2023-05-06 22:00:00,10.7,14.8,94,2.5,352
2023-05-06 23:00:00,10.1,14.4,95,7.3,81
2023-05-07 00:00:00,8.1,13.6,98,3.2,117
2023-05-07 01:00:00,5.9,13.9,97,6.7,74
2023-05-07 02:00:00,5.1,13.5,97,4.0,95
2023-05-07 03:00:00,5.3,13.6,96,5.5,169
2023-05-07 04:00:00,5.9,13.6,96,5.5,259
2023-05-07 05:00:00,6.7,13.6,96,5.5,238
2023-05-07 06:00:00,7.5,13.8,96,7.6,275
2023-05-07 07:00:00,5.4,14.1,94,5.4,274
2023-05-07 08:00:00,5.3,14.9,92,9.3,254
2023-05-07 09:00:00,5.4,15.2,88,7.9,294
2023-05-07 10:00:00,5.2,17.0,83,7.6,301
2023-05-07 11:00:00,4.8,18.1,78,6.5,289
2023-05-07 12:00:00,5.1,15.9,85,1.1,108
2023-05-07 13:00:00,5.6,16.9,84,5.9,308
2023-05-07 14:00:00,5.9,18.2,81,9.3,324
2023-05-07 15:00:00,5.8,17.9,80,11.1,299
2023-05-07 16:00:00,5.8,16.1,86,16.6,321
2023-05-07 17:00:00,5.4,16.5,84,14.8,326
2023-05-07 18:00:00,4.2,16.4,84,13.2,334
2023-05-07 19:00:00,6.5,15.2,88,8.6,338
2023-05-07 20:00:00,9.4,13.9,92,8.7,318
2023-05-07 21:00:00,10.0,13.1,93,8.1,315
2023-05-07 22:00:00,9.2,12.1,95,6.1,320
2023-05-07 23:00:00,8.5,11.4,96,6.6,315
2023-05-08 00:00:00,8.7,11.9,96,7.9,309
2023-05-08 01:00:00,8.4,11.2,97,7.4,299
2023-05-08 02:00:00,7.8,10.9,97,8.4,295
2023-05-08 03:00:00,8.8,10.6,98,6.8,295
2023-05-08 04:00:00,12.5,10.1,98,7.2,297
2023-05-08 05:00:00,12.3,10.0,99,8.4,301
2023-05-08 06:00:00,12.9,10.4,96,7.1,300
2023-05-08 07:00:00,10.3,11.4,91,8.6,292
2023-05-08 08:00:00,9.8,12.9,85,7.1,300
2023-05-08 09:00:00,9.7,15.2,75,9.7,285
2023-05-08 10:00:00,8.9,17.2,66,11.2,291
2023-05-08 11:00:00,8.1,18.0,65,11.5,284
2023-05-08 12:00:00,6.6,17.5,71,5.9,281
2023-05-08 13:00:00,6.3,18.0,69,6.6,261
2023-05-08 14:00:00,6.0,18.6,65,9.5,261
2023-05-08 15:00:00,5.5,18.3,68,10.1,253
2023-05-08 16:00:00,5.4,18.2,68,9.7,243
2023-05-08 17:00:00,5.5,18.0,70,8.8,215
2023-05-08 18:00:00,6.0,17.4,75,6.9,219
2023-05-08 19:00:00,6.7,16.5,79,7.4,219
2023-05-08 20:00:00,7.7,15.1,84,6.0,213
2023-05-08 21:00:00,8.3,14.4,87,8.7,232
2023-05-08 22:00:00,7.8,14.1,85,8.7,232
2023-05-08 23:00:00,6.5,13.7,83,8.2,209
2023-05-09 00:00:00,5.6,14.1,82,9.0,209
2023-05-09 01:00:00,5.1,14.1,85,8.9,212
2023-05-09 02:00:00,4.7,13.9,88,10.0,195
2023-05-09 03:00:00,4.8,13.7,88,12.0,196
2023-05-09 04:00:00,5.1,13.4,89,12.7,188
2023-05-09 05:00:00,4.6,13.2,92,12.4,190
2023-05-09 06:00:00,4.5,13.1,92,12.8,190
2023-05-09 07:00:00,4.0,13.2,92,13.6,192
2023-05-09 08:00:00,3.9,13.6,92,14.1,195
2023-05-09 09:00:00,4.5,13.6,92,14.1,193
2023-05-09 10:00:00,4.2,13.7,92,14.2,201
2023-05-09 11:00:00,4.0,14.0,91,15.1,220
2023-05-09 12:00:00,3.8,14.1,92,13.1,249
2023-05-09 13:00:00,4.0,14.4,93,13.6,281
2023-05-09 14:00:00,3.8,14.4,89,12.9,283
2023-05-09 15:00:00,4.0,15.1,83,14.9,278
2023-05-09 16:00:00,4.1,16.6,78,14.4,271
2023-05-09 17:00:00,4.7,14.8,79,22.6,279
2023-05-09 18:00:00,4.8,14.1,87,12.3,265
2023-05-09 19:00:00,5.0,13.6,90,10.7,250
2023-05-09 20:00:00,5.1,12.6,94,14.7,253
2023-05-09 21:00:00,4.6,12.3,94,12.1,253
2023-05-09 22:00:00,3.6,12.0,93,13.0,251
2023-05-09 23:00:00,3.2,11.6,90,16.0,262
2023-05-10 00:00:00,4.0,10.5,88,16.9,269
2023-05-10 01:00:00,4.1,9.4,89,13.7,256
2023-05-10 02:00:00,3.8,9.1,90,12.4,248
2023-05-10 03:00:00,3.2,9.1,89,12.1,247
2023-05-10 04:00:00,3.7,9.4,90,12.6,243
2023-05-10 05:00:00,4.4,9.4,89,14.7,259
2023-05-10 06:00:00,4.4,9.8,88,17.2,260
2023-05-10 07:00:00,4.7,10.9,88,19.1,282
2023-05-10 08:00:00,5.4,12.1,85,18.5,283
2023-05-10 09:00:00,6.2,13.1,79,21.7,291
2023-05-10 10:00:00,7.1,12.4,81,19.5,286
2023-05-10 11:00:00,9.0,13.1,85,17.1,277
2023-05-10 12:00:00,9.0,13.7,83,17.4,294
2023-05-10 13:00:00,8.7,15.4,69,18.2,300
2023-05-10 14:00:00,8.6,16.4,65,15.4,303
2023-05-10 15:00:00,7.9,16.5,63,14.8,276
2023-05-10 16:00:00,6.3,15.9,64,15.0,287
2023-05-10 17:00:00,6.1,14.1,77,13.8,290
2023-05-10 18:00:00,6.4,13.9,79,11.3,287
2023-05-10 19:00:00,6.7,12.8,82,7.9,286
2023-05-10 20:00:00,7.6,11.4,89,6.9,279
2023-05-10 21:00:00,6.7,10.6,91,7.6,278
2023-05-10 22:00:00,7.2,10.2,93,8.0,278
2023-05-10 23:00:00,7.5,9.9,94,6.8,273
2023-05-11 00:00:00,7.0,10.4,93,4.6,288
2023-05-11 01:00:00,7.4,10.3,93,6.9,264
2023-05-11 02:00:00,7.1,9.7,94,6.9,261
2023-05-11 03:00:00,6.3,9.5,94,9.4,274
2023-05-11 04:00:00,5.5,8.9,93,9.6,283
2023-05-11 05:00:00,7.0,8.6,94,10.0,285
2023-05-11 06:00:00,7.1,9.6,93,9.1,279
2023-05-11 07:00:00,7.3,11.1,87,13.8,298
2023-05-11 08:00:00,8.7,12.2,81,11.7,304
2023-05-11 09:00:00,8.7,13.6,72,10.6,298
2023-05-11 10:00:00,7.9,14.6,68,10.3,299
2023-05-11 11:00:00,7.7,15.6,65,10.3,299
2023-05-11 12:00:00,7.8,14.7,68,6.6,311
2023-05-11 13:00:00,7.4,16.1,61,5.1,321
2023-05-11 14:00:00,6.6,15.9,59,7.3,340
2023-05-11 15:00:00,6.4,13.6,76,11.4,55
2023-05-11 16:00:00,6.1,13.4,82,8.1,111
2023-05-11 17:00:00,6.1,13.2,81,5.6,45
2023-05-11 18:00:00,6.1,13.1,80,1.4,90
2023-05-11 19:00:00,7.1,12.6,83,2.4,153
2023-05-11 20:00:00,7.9,12.3,82,1.8,217
2023-05-11 21:00:00,8.5,9.8,90,6.9,279
2023-05-11 22:00:00,8.9,9.6,89,6.1,315
2023-05-11 23:00:00,8.5,9.1,91,6.4,333
2023-05-12 00:00:00,6.8,10.2,93,9.2,329
2023-05-12 01:00:00,6.4,9.9,93,9.6,340
2023-05-12 02:00:00,6.3,9.4,94,7.6,315
2023-05-12 03:00:00,6.7,9.0,94,8.7,322
2023-05-12 04:00:00,7.5,8.7,95,9.9,327
2023-05-12 05:00:00,7.7,8.8,95,10.9,326
2023-05-12 06:00:00,9.1,9.8,94,11.0,319
2023-05-12 07:00:00,9.0,11.1,89,12.2,326
2023-05-12 08:00:00,8.8,13.1,77,16.7,346
2023-05-12 09:00:00,7.9,14.1,75,17.3,343
2023-05-12 10:00:00,7.8,14.3,74,19.4,345
2023-05-12 11:00:00,6.7,14.8,73,18.1,347
2023-05-12 12:00:00,5.8,12.9,81,16.4,345
2023-05-12 13:00:00,6.1,13.3,79,17.0,339
2023-05-12 14:00:00,5.4,13.8,73,19.6,343
2023-05-12 15:00:00,4.2,13.1,77,17.8,339
2023-05-12 16:00:00,4.0,13.3,76,15.3,336
2023-05-12 17:00:00,4.1,13.9,72,13.2,343
2023-05-12 18:00:00,4.4,13.4,76,12.2,332
2023-05-12 19:00:00,4.9,12.2,83,7.9,336
2023-05-12 20:00:00,6.0,11.4,88,6.6,331
2023-05-12 21:00:00,7.5,10.4,92,7.9,321
2023-05-12 22:00:00,7.8,9.9,94,10.2,321
2023-05-12 23:00:00,7.6,10.0,94,11.0,322
2023-05-13 00:00:00,6.9,11.4,90,9.0,323
2023-05-13 01:00:00,7.6,11.5,89,5.4,340
2023-05-13 02:00:00,9.1,11.4,91,7.4,309
2023-05-13 03:00:00,9.6,11.2,95,9.2,339
2023-05-13 04:00:00,13.1,10.7,95,10.1,358
2023-05-13 05:00:00,19.0,10.6,96,11.2,4
2023-05-13 06:00:00,22.8,11.8,95,10.8,356
2023-05-13 07:00:00,23.0,13.3,90,12.8,10
2023-05-13 08:00:00,26.1,14.9,85,14.5,19
2023-05-13 09:00:00,27.2,16.4,80,13.8,7
2023-05-13 10:00:00,29.4,18.0,73,13.7,5
2023-05-13 11:00:00,27.1,19.0,68,12.6,3
2023-05-13 12:00:00,25.2,18.8,67,14.4,347
2023-05-13 13:00:00,21.7,20.0,61,14.9,353
2023-05-13 14:00:00,18.2,19.5,59,21.3,358
2023-05-13 15:00:00,16.3,16.9,71,20.0,52
2023-05-13 16:00:00,14.8,17.1,71,10.0,339
2023-05-13 17:00:00,14.7,18.0,68,17.6,359
2023-05-13 18:00:00,15.6,14.9,83,13.6,17
2023-05-13 19:00:00,13.9,14.4,84,13.4,354
2023-05-13 20:00:00,12.6,13.1,87,13.7,360
2023-05-13 21:00:00,15.1,12.6,90,12.6,357
2023-05-13 22:00:00,16.8,11.9,91,13.1,352
2023-05-13 23:00:00,15.8,11.1,93,11.5,346
2023-05-14 00:00:00,20.6,10.4,94,12.1,348
2023-05-14 01:00:00,22.7,9.7,95,11.3,343
2023-05-14 02:00:00,22.9,9.1,96,9.9,341
2023-05-14 03:00:00,24.2,8.6,96,9.9,341
2023-05-14 04:00:00,23.9,8.2,97,10.0,339
2023-05-14 05:00:00,24.3,8.3,97,10.8,339
2023-05-14 06:00:00,23.7,9.4,92,12.0,351
2023-05-14 07:00:00,23.2,11.2,84,12.0,351
2023-05-14 08:00:00,24.4,12.9,80,14.3,342
2023-05-14 09:00:00,24.1,14.4,76,14.4,338
2023-05-14 10:00:00,24.6,15.9,73,13.9,335
2023-05-14 11:00:00,23.2,17.6,69,13.2,334
2023-05-14 12:00:00,21.7,15.4,72,11.9,346
2023-05-14 13:00:00,21.0,17.4,63,13.0,346
2023-05-14 14:00:00,20.1,18.2,63,11.1,335
2023-05-14 15:00:00,17.7,18.6,58,11.9,331
2023-05-14 16:00:00,15.5,18.5,56,13.1,328
2023-05-14 17:00:00,13.6,18.1,56,14.3,332
2023-05-14 18:00:00,12.9,17.0,66,12.7,331
2023-05-14 19:00:00,14.4,15.3,76,12.9,333
2023-05-14 20:00:00,14.7,13.2,85,9.2,321
2023-05-14 21:00:00,15.9,12.0,90,9.7,315
2023-05-14 22:00:00,17.3,11.1,92,10.9,316
2023-05-14 23:00:00,18.3,10.4,94,10.3,324
2023-05-15 00:00:00,20.7,9.8,94,11.2,315
2023-05-15 01:00:00,19.9,9.4,94,11.7,315
2023-05-15 02:00:00,22.5,8.9,96,11.5,311
2023-05-15 03:00:00,23.5,8.2,97,9.7,315
2023-05-15 04:00:00,25.1,7.8,98,10.2,309
2023-05-15 05:00:00,27.6,8.4,99,12.6,307
2023-05-15 06:00:00,28.1,9.2,98,13.3,311
2023-05-15 07:00:00,25.9,10.7,92,12.5,314
2023-05-15 08:00:00,23.2,12.4,86,11.7,313
2023-05-15 09:00:00,22.3,13.9,80,10.7,315
2023-05-15 10:00:00,20.6,15.4,75,11.0,319
2023-05-15 11:00:00,20.5,15.8,74,11.8,322
2023-05-15 12:00:00,18.7,13.6,83,14.2,333
2023-05-15 13:00:00,15.9,13.3,87,13.7,337
2023-05-15 14:00:00,12.0,14.6,83,11.6,338
2023-05-15 15:00:00,10.1,13.1,87,16.9,340
2023-05-15 16:00:00,8.3,12.5,88,15.0,349
2023-05-15 17:00:00,6.4,11.9,88,19.6,353
2023-05-15 18:00:00,7.4,11.5,88,19.9,354
2023-05-15 19:00:00,8.5,10.9,85,17.0,356
2023-05-15 20:00:00,9.5,10.6,81,18.0,357
2023-05-15 21:00:00,9.0,10.1,79,17.3,356
2023-05-15 22:00:00,7.9,9.4,81,16.7,354
2023-05-15 23:00:00,7.5,8.2,85,15.3,352
2023-05-16 00:00:00,7.3,7.7,90,15.8,348
2023-05-16 01:00:00,7.6,6.9,91,14.7,343
2023-05-16 02:00:00,7.3,6.3,92,14.3,342
2023-05-16 03:00:00,7.4,5.8,92,14.9,340
2023-05-16 04:00:00,8.2,5.6,93,15.7,344
2023-05-16 05:00:00,8.0,5.9,91,16.0,351
2023-05-16 06:00:00,8.0,7.3,88,14.1,354
2023-05-16 07:00:00,7.9,9.1,79,16.2,3
2023-05-16 08:00:00,7.0,10.6,72,19.2,13
2023-05-16 09:00:00,6.3,11.9,62,18.6,10
2023-05-16 10:00:00,6.0,13.0,57,19.1,12
2023-05-16 11:00:00,5.2,14.4,48,24.1,17
2023-05-16 12:00:00,5.5,14.1,56,22.8,6
2023-05-16 13:00:00,5.6,14.6,51,23.9,6
2023-05-16 14:00:00,5.1,14.5,52,22.8,5
2023-05-16 15:00:00,4.7,14.9,50,23.6,8
2023-05-16 16:00:00,5.3,14.4,50,23.0,9
2023-05-16 17:00:00,5.6,14.2,54,21.4,13
2023-05-16 18:00:00,5.6,13.6,58,16.2,13
2023-05-16 19:00:00,5.9,12.1,64,11.3,7
2023-05-16 20:00:00,6.5,10.1,72,8.6,358
2023-05-16 21:00:00,7.5,9.1,78,8.7,343
2023-05-16 22:00:00,6.6,8.2,84,8.2,337
2023-05-16 23:00:00,6.0,7.7,89,10.4,340
